timestamp,ankle_horiz_fwd,ankle_vert,ankle_horiz_lateral,leg_horiz_fwd,leg_vert,leg_horiz_lateral,trunk_horiz_fwd,trunk_vert,trunk_horiz_lateral,is_anomaly
1970-01-01 00:04:40.593,161,990,297,-90,925,333,116,961,-223,0
1970-01-01 00:04:40.609,141,980,287,-81,944,282,116,961,-223,0
1970-01-01 00:04:40.625,141,960,277,-54,907,282,126,914,-233,0
1970-01-01 00:04:40.640,141,980,267,-63,916,272,126,914,-233,0
1970-01-01 00:04:40.656,151,970,267,-18,925,242,106,914,-233,0
1970-01-01 00:04:40.671,151,980,237,0,944,272,126,914,-271,0
1970-01-01 00:04:40.687,161,980,267,-9,935,252,126,942,-242,0
1970-01-01 00:04:40.703,131,1000,247,0,935,232,135,952,-271,0
1970-01-01 00:04:40.718,151,1009,227,0,962,222,145,971,-291,0
1970-01-01 00:04:40.734,161,1019,227,0,981,252,174,971,-310,0
1970-01-01 00:04:40.750,151,1019,257,-9,981,252,165,961,-310,0
1970-01-01 00:04:40.765,151,1009,227,-9,972,232,145,971,-300,0
1970-01-01 00:04:40.781,151,1000,207,0,962,242,194,952,-291,0
1970-01-01 00:04:40.796,151,1019,227,0,972,212,184,942,-300,0
1970-01-01 00:04:40.812,161,990,227,-36,962,242,194,952,-300,0
1970-01-01 00:04:40.828,131,1000,227,-18,953,212,194,942,-281,0
1970-01-01 00:04:40.843,131,1000,237,-27,944,242,184,923,-262,0
1970-01-01 00:04:40.859,151,1019,227,-36,944,232,194,933,-271,0
1970-01-01 00:04:40.875,151,1009,237,0,953,232,203,942,-300,0
1970-01-01 00:04:40.890,161,1009,217,-9,962,232,203,933,-291,0
1970-01-01 00:04:40.906,131,1009,227,0,962,232,203,971,-281,0
1970-01-01 00:04:40.921,161,1000,207,0,972,252,213,942,-300,0
1970-01-01 00:04:40.937,171,1000,207,0,981,222,242,933,-291,0
1970-01-01 00:04:40.953,161,1009,207,27,962,262,233,942,-291,0
1970-01-01 00:04:40.968,181,1000,198,9,972,232,252,952,-300,0
1970-01-01 00:04:40.984,151,1009,207,18,972,212,252,923,-281,0
1970-01-01 00:04:41.000,151,1009,207,27,972,222,252,923,-291,0
1970-01-01 00:04:41.015,181,1009,207,18,972,191,271,923,-300,0
1970-01-01 00:04:41.031,181,990,198,18,972,191,262,914,-281,0
1970-01-01 00:04:41.046,191,1000,198,27,962,191,271,923,-281,0
1970-01-01 00:04:41.062,171,1019,198,27,962,191,271,923,-271,0
1970-01-01 00:04:41.078,181,1009,178,45,953,222,281,904,-271,0
1970-01-01 00:04:41.093,181,1009,178,27,953,212,262,923,-300,0
1970-01-01 00:04:41.109,181,1009,188,27,972,202,281,942,-271,0
1970-01-01 00:04:41.125,191,1000,198,36,962,232,281,923,-252,0
1970-01-01 00:04:41.140,191,1000,198,18,962,222,281,942,-252,0
1970-01-01 00:04:41.156,161,1009,198,9,981,232,291,942,-262,0
1970-01-01 00:04:41.171,181,1009,168,27,981,222,300,942,-281,0
1970-01-01 00:04:41.187,191,990,168,36,962,212,300,933,-271,0
1970-01-01 00:04:41.203,181,1000,178,45,962,202,281,933,-271,0
1970-01-01 00:04:41.218,161,1019,168,45,962,202,310,923,-252,0
1970-01-01 00:04:41.234,181,1009,168,45,972,202,291,942,-252,0
1970-01-01 00:04:41.250,181,1029,178,45,981,212,300,942,-271,0
1970-01-01 00:04:41.265,191,1000,198,45,981,191,310,923,-262,0
1970-01-01 00:04:41.281,191,1019,168,45,981,191,291,933,-252,0
1970-01-01 00:04:41.296,191,1000,158,45,953,222,300,933,-262,0
1970-01-01 00:04:41.312,181,990,188,27,972,191,300,914,-252,0
1970-01-01 00:04:41.328,191,1009,168,45,972,202,281,933,-262,0
1970-01-01 00:04:41.343,191,1009,168,45,962,191,291,942,-271,0
1970-01-01 00:04:41.359,181,1000,168,36,981,191,300,933,-271,0
1970-01-01 00:04:41.375,171,1000,188,36,962,191,281,933,-252,0
1970-01-01 00:04:41.390,161,1019,158,27,981,191,291,942,-271,0
1970-01-01 00:04:41.406,161,1029,138,27,981,212,291,933,-271,0
1970-01-01 00:04:41.421,161,1029,168,18,981,202,281,933,-262,0
1970-01-01 00:04:41.437,191,1009,168,27,972,191,291,923,-271,0
1970-01-01 00:04:41.453,171,1009,188,45,953,232,281,952,-271,0
1970-01-01 00:04:41.468,161,1009,158,36,972,202,262,933,-271,0
1970-01-01 00:04:41.484,171,1019,158,27,972,191,281,933,-262,0
1970-01-01 00:04:41.500,181,1009,178,27,972,191,281,933,-262,0
1970-01-01 00:04:41.515,181,1019,148,18,972,202,262,942,-271,0
1970-01-01 00:04:41.531,171,1019,188,18,981,202,271,942,-271,0
1970-01-01 00:04:41.546,151,1029,178,18,990,181,262,933,-271,0
1970-01-01 00:04:41.562,171,1000,188,18,962,202,262,933,-271,0
1970-01-01 00:04:41.578,171,1029,207,9,972,202,262,914,-271,0
1970-01-01 00:04:41.593,171,1019,168,9,981,202,242,933,-271,0
1970-01-01 00:04:41.609,191,1029,138,27,972,191,233,952,-291,0
1970-01-01 00:04:41.625,161,1009,168,18,953,202,252,942,-281,0
1970-01-01 00:04:41.640,161,1009,178,9,972,212,233,952,-271,0
1970-01-01 00:04:41.656,151,1029,168,18,972,212,233,952,-281,0
1970-01-01 00:04:41.671,161,1009,188,18,962,212,233,942,-291,0
1970-01-01 00:04:41.687,151,1029,178,9,972,212,233,933,-281,0
1970-01-01 00:04:41.703,181,1029,168,27,972,202,223,961,-310,0
1970-01-01 00:04:41.718,171,1000,188,18,981,202,233,933,-291,0
1970-01-01 00:04:41.734,171,1009,158,18,962,212,213,933,-262,0
1970-01-01 00:04:41.750,161,1000,198,-9,972,212,213,942,-281,0
1970-01-01 00:04:41.765,151,1019,188,9,981,242,213,933,-281,0
1970-01-01 00:04:41.781,171,1019,188,36,962,191,203,952,-291,0
1970-01-01 00:04:41.796,141,1019,188,18,972,212,213,961,-300,0
1970-01-01 00:04:41.812,181,1009,188,45,962,232,213,933,-291,0
1970-01-01 00:04:41.828,141,1029,178,36,981,212,194,952,-291,0
1970-01-01 00:04:41.843,141,1019,188,27,972,212,213,952,-300,0
1970-01-01 00:04:41.859,161,1009,188,18,981,222,223,942,-281,0
1970-01-01 00:04:41.875,151,1019,207,18,962,222,194,942,-291,0
1970-01-01 00:04:41.890,171,1019,207,45,962,232,203,952,-300,0
1970-01-01 00:04:41.906,171,990,217,27,981,222,213,933,-300,0
1970-01-01 00:04:41.921,171,1019,217,36,972,212,203,952,-291,0
1970-01-01 00:04:41.937,171,1019,198,27,972,212,203,952,-310,0
1970-01-01 00:04:41.953,141,1000,217,27,972,212,223,933,-291,0
1970-01-01 00:04:41.968,121,1009,217,36,962,212,203,942,-291,0
1970-01-01 00:04:41.984,151,1009,188,27,981,232,233,952,-300,0
1970-01-01 00:04:42.000,141,1019,207,18,953,212,233,933,-281,0
1970-01-01 00:04:42.015,151,1000,217,27,972,212,223,942,-300,0
1970-01-01 00:04:42.031,151,1009,198,54,953,222,233,933,-310,0
1970-01-01 00:04:42.046,151,1009,198,54,953,252,233,923,-300,0
1970-01-01 00:04:42.062,151,990,217,27,962,222,233,942,-300,0
1970-01-01 00:04:42.078,141,1009,237,27,962,232,233,933,-300,0
1970-01-01 00:04:42.093,131,1000,227,18,953,252,242,933,-281,0
1970-01-01 00:04:42.109,151,970,247,9,953,252,242,923,-300,0
1970-01-01 00:04:42.125,131,1009,257,-9,953,262,252,914,-291,0
1970-01-01 00:04:42.140,121,980,237,9,953,222,252,914,-271,0
1970-01-01 00:04:42.156,101,1000,237,9,953,242,233,923,-271,0
1970-01-01 00:04:42.171,111,1000,237,-9,953,242,233,923,-281,0
1970-01-01 00:04:42.187,111,1009,237,18,935,242,233,923,-291,0
1970-01-01 00:04:42.203,101,1000,267,18,962,262,252,933,-310,0
1970-01-01 00:04:42.218,101,1000,257,9,953,262,242,942,-281,0
1970-01-01 00:04:42.234,111,1009,277,0,962,272,252,942,-291,0
1970-01-01 00:04:42.250,101,1000,267,-9,944,272,242,923,-300,0
1970-01-01 00:04:42.265,101,980,297,0,935,272,242,914,-291,0
1970-01-01 00:04:42.281,101,990,287,-18,925,282,223,933,-291,0
1970-01-01 00:04:42.296,101,990,277,0,944,282,223,923,-281,0
1970-01-01 00:04:42.312,80,990,277,-18,944,272,213,923,-291,0
1970-01-01 00:04:42.328,60,1009,287,-36,935,292,203,942,-310,0
1970-01-01 00:04:42.343,60,950,376,-54,935,353,213,923,-300,0
1970-01-01 00:04:42.359,70,950,386,-100,916,353,213,923,-300,0
1970-01-01 00:04:42.375,90,980,306,-90,907,303,203,923,-310,0
1970-01-01 00:04:42.390,60,1000,237,-81,953,242,184,904,-310,0
1970-01-01 00:04:42.406,60,1009,217,-81,953,242,165,923,-262,0
1970-01-01 00:04:42.421,40,1058,158,-18,1000,212,165,952,-291,0
1970-01-01 00:04:42.437,80,1009,277,-18,1000,212,174,971,-281,0
1970-01-01 00:04:42.453,80,1009,277,-27,935,282,155,952,-271,0
1970-01-01 00:04:42.468,70,1000,287,-63,925,282,165,942,-320,0
1970-01-01 00:04:42.484,70,1000,287,-63,944,282,145,914,-271,0
1970-01-01 00:04:42.500,90,1000,267,-54,935,262,126,952,-252,0
1970-01-01 00:04:42.515,90,1000,267,-72,972,252,135,971,-281,0
1970-01-01 00:04:42.531,50,1000,287,-63,944,272,135,990,-291,0
1970-01-01 00:04:42.546,80,1019,267,-90,953,272,126,980,-252,0
1970-01-01 00:04:42.562,70,1009,297,-109,944,303,145,980,-262,0
1970-01-01 00:04:42.578,50,1000,287,-100,953,323,155,942,-252,0
1970-01-01 00:04:42.593,80,1000,306,-72,944,313,116,980,-262,0
1970-01-01 00:04:42.609,90,1029,287,-45,944,303,116,980,-252,0
1970-01-01 00:04:42.625,90,1019,287,-81,944,323,135,971,-242,0
1970-01-01 00:04:42.640,80,1009,287,-81,953,303,87,990,-242,0
1970-01-01 00:04:42.656,80,980,316,-109,953,282,116,990,-252,0
1970-01-01 00:04:42.671,90,1009,306,-100,944,313,106,1000,-233,0
1970-01-01 00:04:42.687,90,1019,287,-118,953,313,97,1000,-223,0
1970-01-01 00:04:42.703,70,1019,277,-109,953,292,106,990,-233,0
1970-01-01 00:04:42.718,80,990,316,-109,925,323,126,971,-242,0
1970-01-01 00:04:42.734,80,1009,306,-100,944,323,126,1000,-223,0
1970-01-01 00:04:42.750,60,990,306,-90,925,333,126,980,-242,0
1970-01-01 00:04:42.765,80,1000,297,-100,944,303,145,980,-242,0
1970-01-01 00:04:42.781,80,1009,306,-100,935,323,145,980,-242,0
1970-01-01 00:04:42.796,80,1009,297,-90,944,323,126,980,-213,0
1970-01-01 00:04:42.812,80,1009,316,-90,944,303,155,961,-223,0
1970-01-01 00:04:42.828,70,1000,306,-90,953,303,135,971,-203,0
1970-01-01 00:04:42.843,70,1009,316,-100,925,323,145,971,-203,0
1970-01-01 00:04:42.859,80,1000,306,-109,925,333,165,990,-213,0
1970-01-01 00:04:42.875,101,990,336,-100,935,323,145,980,-194,0
1970-01-01 00:04:42.890,90,1009,306,-81,944,323,135,1000,-194,0
1970-01-01 00:04:42.906,101,1009,297,-63,953,343,135,1000,-194,0
1970-01-01 00:04:42.921,90,1000,287,-45,953,303,155,1009,-184,0
1970-01-01 00:04:42.937,131,980,287,-45,925,333,155,990,-184,0
1970-01-01 00:04:42.953,101,1000,297,-63,944,333,194,1000,-165,0
1970-01-01 00:04:42.968,80,1009,306,-72,944,363,203,1028,-165,0
1970-01-01 00:04:42.984,121,1019,277,-63,935,313,184,1009,-155,0
1970-01-01 00:04:43.000,90,990,297,-72,953,292,213,1009,-155,0
1970-01-01 00:04:43.015,101,1000,297,-72,953,292,233,980,-184,0
1970-01-01 00:04:43.031,90,990,277,-63,944,262,213,961,-194,0
1970-01-01 00:04:43.046,111,990,287,-36,953,252,233,961,-174,0
1970-01-01 00:04:43.062,101,1000,257,-27,953,262,213,971,-184,0
1970-01-01 00:04:43.078,111,1000,257,-18,935,292,242,971,-203,0
1970-01-01 00:04:43.093,121,1009,257,-18,935,292,233,971,-223,0
1970-01-01 00:04:43.109,111,1009,277,-9,944,272,262,990,-213,0
1970-01-01 00:04:43.125,70,1019,267,-36,962,272,252,980,-223,0
1970-01-01 00:04:43.140,111,1019,247,-45,972,252,252,971,-223,0
1970-01-01 00:04:43.156,111,1009,247,-63,1000,181,300,952,-242,0
1970-01-01 00:04:43.171,111,1019,247,-27,972,212,300,933,-242,0
1970-01-01 00:04:43.187,111,1009,237,-36,972,202,330,904,-203,0
1970-01-01 00:04:43.203,101,1019,227,-18,972,212,320,914,-223,0
1970-01-01 00:04:43.218,131,1019,207,-18,981,202,310,914,-233,0
1970-01-01 00:04:43.234,121,1029,188,0,953,242,310,914,-223,0
1970-01-01 00:04:43.250,111,1029,217,0,962,262,320,923,-252,0
1970-01-01 00:04:43.265,111,1029,217,36,981,272,320,914,-252,0
1970-01-01 00:04:43.281,141,1049,178,36,981,262,339,904,-233,0
1970-01-01 00:04:43.296,131,1039,108,72,972,272,310,933,-262,0
1970-01-01 00:04:43.312,90,1098,-49,81,953,252,300,914,-242,0
1970-01-01 00:04:43.328,80,1137,-227,118,981,171,262,942,-252,0
1970-01-01 00:04:43.343,80,1137,-227,145,972,151,262,952,-262,0
1970-01-01 00:04:43.359,50,1098,-148,127,962,151,281,961,-291,0
1970-01-01 00:04:43.375,60,1088,-108,118,944,171,281,942,-271,0
1970-01-01 00:04:43.390,70,1068,-99,100,962,181,271,933,-291,0
1970-01-01 00:04:43.406,70,1068,-99,81,953,222,320,895,-291,0
1970-01-01 00:04:43.421,101,1107,-39,72,990,191,320,923,-281,0
1970-01-01 00:04:43.437,60,1068,29,72,953,202,320,933,-330,0
1970-01-01 00:04:43.453,60,1068,29,81,944,242,339,904,-310,0
1970-01-01 00:04:43.468,70,1039,178,100,953,212,320,895,-310,0
1970-01-01 00:04:43.484,60,1000,247,127,972,232,330,904,-320,0
1970-01-01 00:04:43.500,60,1000,247,154,962,171,339,895,-310,0
1970-01-01 00:04:43.515,141,980,297,163,953,202,330,923,-281,0
1970-01-01 00:04:43.531,151,970,376,145,953,191,339,895,-300,0
1970-01-01 00:04:43.546,151,970,376,136,944,191,359,876,-281,0
1970-01-01 00:04:43.562,191,960,405,109,935,222,339,885,-271,0
1970-01-01 00:04:43.578,232,941,455,72,925,252,368,876,-271,0
1970-01-01 00:04:43.593,232,941,455,90,925,292,368,857,-252,0
1970-01-01 00:04:43.609,232,921,455,118,953,202,339,866,-242,0
1970-01-01 00:04:43.625,242,892,485,136,972,222,349,895,-262,0
1970-01-01 00:04:43.640,262,882,504,90,1009,181,378,914,-262,0
1970-01-01 00:04:43.656,262,911,475,81,1009,161,368,961,-252,0
1970-01-01 00:04:43.671,232,950,326,81,1018,171,368,980,-233,0
1970-01-01 00:04:43.687,242,980,178,90,1009,191,388,942,-252,0
1970-01-01 00:04:43.703,171,1000,138,81,990,202,349,904,-242,0
1970-01-01 00:04:43.718,141,1029,59,63,981,191,349,904,-242,0
1970-01-01 00:04:43.734,131,1039,39,63,981,191,359,895,-262,0
1970-01-01 00:04:43.750,141,1039,108,63,944,202,310,895,-233,0
1970-01-01 00:04:43.765,161,1019,178,63,944,202,320,914,-233,0
1970-01-01 00:04:43.781,131,1029,168,27,972,191,281,923,-252,0
1970-01-01 00:04:43.796,141,1019,217,36,953,202,281,923,-223,0
1970-01-01 00:04:43.812,141,1009,207,36,972,202,271,952,-252,0
1970-01-01 00:04:43.828,141,1009,198,18,981,232,271,952,-252,0
1970-01-01 00:04:43.843,111,1019,198,36,962,232,281,942,-233,0
1970-01-01 00:04:43.859,141,1029,188,36,972,232,271,942,-233,0
1970-01-01 00:04:43.875,131,1029,178,27,962,242,271,933,-242,0
1970-01-01 00:04:43.890,131,1019,188,54,981,232,271,952,-252,0
1970-01-01 00:04:43.906,121,1019,207,54,953,232,281,961,-233,0
1970-01-01 00:04:43.921,111,1009,188,27,962,242,271,961,-223,0
1970-01-01 00:04:43.937,141,1009,198,27,953,242,281,933,-223,0
1970-01-01 00:04:43.953,141,1019,207,27,953,232,271,933,-223,0
1970-01-01 00:04:43.968,121,990,207,36,972,252,242,942,-223,0
1970-01-01 00:04:43.984,111,1009,237,9,972,272,262,952,-223,0
1970-01-01 00:04:44.000,111,1009,237,18,953,272,242,952,-203,0
1970-01-01 00:04:44.015,121,1009,237,18,925,282,223,933,-223,0
1970-01-01 00:04:44.031,131,990,257,0,944,292,223,952,-194,0
1970-01-01 00:04:44.046,121,1029,257,9,935,313,223,961,-184,0
1970-01-01 00:04:44.062,131,1009,237,-36,935,292,213,971,-184,0
1970-01-01 00:04:44.078,131,1000,267,0,935,292,213,952,-194,0
1970-01-01 00:04:44.093,80,990,247,-9,944,343,223,961,-194,0
1970-01-01 00:04:44.109,131,1000,257,-18,935,333,223,942,-194,0
1970-01-01 00:04:44.125,131,1009,267,0,916,313,194,961,-203,0
1970-01-01 00:04:44.140,111,990,267,0,944,262,184,961,-184,0
1970-01-01 00:04:44.156,131,1000,316,9,962,282,184,990,-165,0
1970-01-01 00:04:44.171,171,1009,267,0,962,262,203,990,-165,0
1970-01-01 00:04:44.187,111,1000,257,0,953,292,223,980,-165,0
1970-01-01 00:04:44.203,111,1009,237,0,944,333,233,980,-165,0
1970-01-01 00:04:44.218,121,1000,277,-9,925,333,203,971,-165,0
1970-01-01 00:04:44.234,131,1019,267,-27,916,333,203,952,-145,0
1970-01-01 00:04:44.250,141,1009,267,-45,935,323,203,971,-145,0
1970-01-01 00:04:44.265,121,990,297,-45,953,323,223,980,-135,0
1970-01-01 00:04:44.281,131,1000,297,-72,944,333,213,990,-135,0
1970-01-01 00:04:44.296,131,990,316,-72,972,303,213,1009,-126,0
1970-01-01 00:04:44.312,121,990,316,-63,953,333,184,1000,-135,0
1970-01-01 00:04:44.328,101,1000,326,-36,953,282,203,1000,-116,0
1970-01-01 00:04:44.343,121,1000,306,-27,935,282,194,1009,-126,0
1970-01-01 00:04:44.359,141,990,316,-45,925,313,174,1009,-135,0
1970-01-01 00:04:44.375,111,1000,287,-72,935,313,174,1000,-116,0
1970-01-01 00:04:44.390,121,1000,306,-81,944,333,145,990,-116,0
1970-01-01 00:04:44.406,101,990,326,-63,935,313,174,1000,-135,0
1970-01-01 00:04:44.421,90,1000,316,-72,953,333,174,1000,-106,0
1970-01-01 00:04:44.437,111,980,336,-72,953,313,194,971,-135,0
1970-01-01 00:04:44.453,101,990,316,-81,953,343,194,990,-155,0
1970-01-01 00:04:44.468,111,990,326,-81,953,323,203,971,-155,0
1970-01-01 00:04:44.484,111,990,336,-36,944,292,194,980,-145,0
1970-01-01 00:04:44.500,141,950,336,-54,944,282,203,952,-126,0
1970-01-01 00:04:44.515,90,970,316,-72,962,282,223,980,-165,0
1970-01-01 00:04:44.531,90,980,306,-72,935,303,242,952,-135,0
1970-01-01 00:04:44.546,101,960,326,18,935,292,242,980,-155,0
1970-01-01 00:04:44.562,161,990,326,72,935,313,242,971,-145,0
1970-01-01 00:04:44.578,171,980,306,81,962,292,271,952,-184,0
1970-01-01 00:04:44.593,141,1000,287,72,953,303,242,1000,-165,0
1970-01-01 00:04:44.609,151,1019,297,54,962,292,262,1000,-174,0
1970-01-01 00:04:44.625,181,1000,287,36,962,303,262,990,-155,0
1970-01-01 00:04:44.640,171,990,306,36,953,303,271,971,-155,0
1970-01-01 00:04:44.656,161,980,297,0,962,282,281,980,-145,0
1970-01-01 00:04:44.671,131,1000,287,0,953,303,281,971,-155,0
1970-01-01 00:04:44.687,131,1000,297,-9,962,303,281,961,-135,0
1970-01-01 00:04:44.703,161,990,297,18,944,303,271,961,-155,0
1970-01-01 00:04:44.718,161,980,297,36,944,303,271,961,-155,0
1970-01-01 00:04:44.734,151,1000,267,18,962,313,262,952,-184,0
1970-01-01 00:04:44.750,131,1000,287,-9,953,303,262,952,-135,0
1970-01-01 00:04:44.765,151,990,297,-18,962,282,271,952,-145,0
1970-01-01 00:04:44.781,151,960,297,-9,925,303,271,971,-155,0
1970-01-01 00:04:44.796,121,990,287,-18,944,303,271,971,-126,0
1970-01-01 00:04:44.812,131,990,267,-18,944,303,271,961,-155,0
1970-01-01 00:04:44.828,131,1000,287,-9,953,303,281,942,-165,0
1970-01-01 00:04:44.843,141,990,277,18,925,303,262,980,-165,0
1970-01-01 00:04:44.859,151,1009,277,18,925,303,262,980,-165,0
1970-01-01 00:04:44.875,141,1000,267,27,962,323,281,961,-145,0
1970-01-01 00:04:44.890,141,1000,267,27,944,292,281,971,-145,0
1970-01-01 00:04:44.906,141,1000,267,9,935,303,281,971,-145,0
1970-01-01 00:04:44.921,151,980,277,-9,944,303,291,961,-145,0
1970-01-01 00:04:44.937,131,1000,267,0,953,282,271,961,-126,0
1970-01-01 00:04:44.953,141,1019,247,9,944,303,291,971,-145,0
1970-01-01 00:04:44.968,151,990,257,0,953,282,281,971,-135,0
1970-01-01 00:04:44.984,151,990,257,0,944,292,281,971,-135,0
1970-01-01 00:04:45.000,161,990,267,-18,953,282,281,971,-145,0
1970-01-01 00:04:45.015,111,1000,277,-18,944,292,281,933,-135,0
1970-01-01 00:04:45.031,131,1000,247,-18,953,292,291,961,-135,0
1970-01-01 00:04:45.046,141,1000,247,-9,962,292,271,980,-116,0
1970-01-01 00:04:45.062,131,1029,257,9,953,292,291,952,-126,0
1970-01-01 00:04:45.078,131,1009,257,0,972,292,271,980,-145,0
1970-01-01 00:04:45.093,121,1000,267,-9,962,303,300,961,-145,0
1970-01-01 00:04:45.109,131,990,267,0,953,282,291,942,-116,0
1970-01-01 00:04:45.125,131,990,267,9,944,303,262,971,-135,0
1970-01-01 00:04:45.140,101,990,297,-18,916,313,271,961,-155,0
1970-01-01 00:04:45.156,90,1000,267,-36,953,272,281,942,-135,0
1970-01-01 00:04:45.171,90,990,297,-45,935,303,262,961,-145,0
1970-01-01 00:04:45.187,101,990,287,-63,944,303,271,971,-145,0
1970-01-01 00:04:45.203,101,990,287,-45,953,303,271,952,-135,0
1970-01-01 00:04:45.218,111,980,306,-45,972,272,242,971,-135,0
1970-01-01 00:04:45.234,90,1000,297,-54,944,272,252,952,-145,0
1970-01-01 00:04:45.250,101,1009,316,-45,953,313,242,961,-126,0
1970-01-01 00:04:45.265,111,990,297,-27,953,282,233,971,-165,0
1970-01-01 00:04:45.281,121,990,297,-18,944,292,242,980,-174,0
1970-01-01 00:04:45.296,90,990,287,-18,972,303,233,971,-155,0
1970-01-01 00:04:45.312,111,1009,277,0,972,313,252,971,-155,0
1970-01-01 00:04:45.328,121,1000,287,18,944,292,262,971,-174,0
1970-01-01 00:04:45.343,131,1009,287,18,953,303,252,971,-174,0
1970-01-01 00:04:45.359,111,1000,287,9,935,323,252,980,-174,0
1970-01-01 00:04:45.375,111,960,306,-9,962,313,262,971,-145,0
1970-01-01 00:04:45.390,101,990,326,-18,953,313,271,971,-165,0
1970-01-01 00:04:45.406,101,990,326,-9,953,282,262,971,-165,0
1970-01-01 00:04:45.421,60,1009,277,-9,962,262,233,952,-155,0
1970-01-01 00:04:45.437,111,1009,257,-9,944,262,262,942,-174,0
1970-01-01 00:04:45.453,131,990,277,-9,962,242,242,942,-174,0
1970-01-01 00:04:45.468,111,1000,277,-9,962,272,242,961,-165,0
1970-01-01 00:04:45.484,90,980,277,-9,972,262,233,980,-155,0
1970-01-01 00:04:45.500,111,990,297,-9,944,292,223,971,-174,0
1970-01-01 00:04:45.515,101,1000,316,-36,953,292,223,961,-165,0
1970-01-01 00:04:45.531,90,1000,287,-27,953,272,203,971,-174,0
1970-01-01 00:04:45.546,60,990,297,-36,944,272,213,961,-184,0
1970-01-01 00:04:45.562,80,1000,277,-45,953,282,194,971,-174,0
1970-01-01 00:04:45.578,90,1009,277,-27,944,292,213,990,-203,0
1970-01-01 00:04:45.593,90,1009,297,-45,935,303,184,980,-194,0
1970-01-01 00:04:45.609,90,1009,297,-45,944,282,194,971,-184,0
1970-01-01 00:04:45.625,90,1009,267,-63,935,313,223,971,-213,0
1970-01-01 00:04:45.640,70,1000,287,-63,944,282,194,952,-213,0
1970-01-01 00:04:45.656,60,990,287,-72,935,292,184,961,-233,0
1970-01-01 00:04:45.671,50,990,326,-109,962,252,165,961,-223,0
1970-01-01 00:04:45.687,70,1019,257,-100,962,252,165,933,-223,0
1970-01-01 00:04:45.703,90,1000,237,-72,944,303,145,971,-233,0
1970-01-01 00:04:45.718,30,980,306,-100,916,323,116,980,-252,0
1970-01-01 00:04:45.734,10,1009,336,-118,898,343,126,961,-252,0
1970-01-01 00:04:45.750,40,970,376,-145,935,343,87,923,-242,0
