folds:,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Computers,0.808,0.876,0.872,0.86,0.84,0.872,0.872,0.856,0.884,0.884,0.884,0.856,0.884,0.88,0.848,0.836,0.884,0.88,0.836,0.864,0.884,0.84,0.868,0.884,0.896,0.872,0.804,0.896,0.904,0.852
CricketX,0.8487179487179487,0.8717948717948718,0.8384615384615385,0.8461538461538461,0.8435897435897436,0.8564102564102564,0.8641025641025641,0.8666666666666667,0.8384615384615385,0.8743589743589744,0.8487179487179487,0.8589743589743589,0.8435897435897436,0.8641025641025641,0.8615384615384616,0.8589743589743589,0.882051282051282,0.841025641025641,0.8102564102564103,0.8564102564102564,0.8589743589743589,0.8435897435897436,0.8435897435897436,0.8589743589743589,0.8435897435897436,0.8589743589743589,0.841025641025641,0.8384615384615385,0.8743589743589744,0.8641025641025641
CricketY,0.8435897435897436,0.8461538461538461,0.8512820512820513,0.8641025641025641,0.8435897435897436,0.8641025641025641,0.8538461538461538,0.8666666666666667,0.8717948717948718,0.8589743589743589,0.8769230769230769,0.8666666666666667,0.8589743589743589,0.8384615384615385,0.8897435897435897,0.8282051282051283,0.8948717948717949,0.882051282051282,0.841025641025641,0.8358974358974359,0.8538461538461538,0.8641025641025641,0.8769230769230769,0.8666666666666667,0.8641025641025641,0.8615384615384616,0.8589743589743589,0.8589743589743589,0.8487179487179487,0.8641025641025641
CricketZ,0.8487179487179487,0.8487179487179487,0.882051282051282,0.8512820512820513,0.8692307692307693,0.8641025641025641,0.8743589743589744,0.8564102564102564,0.8743589743589744,0.8692307692307693,0.8538461538461538,0.8948717948717949,0.8384615384615385,0.8666666666666667,0.8512820512820513,0.8717948717948718,0.8435897435897436,0.8641025641025641,0.8615384615384616,0.8717948717948718,0.8615384615384616,0.8487179487179487,0.8717948717948718,0.8384615384615385,0.8564102564102564,0.8564102564102564,0.8615384615384616,0.8205128205128205,0.8769230769230769,0.8794871794871795
DiatomSizeReduction,0.9477124183006536,0.9901960784313726,0.9019607843137255,0.8562091503267973,0.9901960784313726,0.9836601307189542,0.954248366013072,0.9640522875816994,0.9967320261437909,0.9705882352941176,0.8888888888888888,0.9673202614379085,0.9967320261437909,0.8823529411764706,0.9117647058823529,0.9019607843137255,0.9477124183006536,0.9477124183006536,0.9901960784313726,0.9019607843137255,0.9836601307189542,0.9836601307189542,0.9084967320261438,0.9738562091503268,0.8921568627450981,0.9967320261437909,0.9444444444444444,0.9836601307189542,0.9673202614379085,1.0
DistalPhalanxOutlineAgeGroup,0.7338129496402878,0.8057553956834532,0.7482014388489209,0.7841726618705036,0.7266187050359713,0.7194244604316546,0.7913669064748201,0.7769784172661871,0.7194244604316546,0.7338129496402878,0.7769784172661871,0.7769784172661871,0.8201438848920863,0.7697841726618705,0.7841726618705036,0.7697841726618705,0.7266187050359713,0.7769784172661871,0.7697841726618705,0.7410071942446043,0.7482014388489209,0.762589928057554,0.7553956834532374,0.7410071942446043,0.7553956834532374,0.8273381294964028,0.7697841726618705,0.7769784172661871,0.8201438848920863,0.762589928057554
DistalPhalanxOutlineCorrect,0.7862318840579711,0.7898550724637681,0.8369565217391305,0.7717391304347826,0.8152173913043478,0.822463768115942,0.8079710144927537,0.822463768115942,0.8152173913043478,0.8152173913043478,0.8369565217391305,0.8297101449275363,0.8079710144927537,0.8586956521739131,0.8152173913043478,0.822463768115942,0.8405797101449275,0.8043478260869565,0.822463768115942,0.8043478260869565,0.8152173913043478,0.8333333333333334,0.7971014492753623,0.8152173913043478,0.8297101449275363,0.8260869565217391,0.7644927536231884,0.8079710144927537,0.8260869565217391,0.8188405797101449
DistalPhalanxTW,0.6546762589928058,0.6906474820143885,0.6546762589928058,0.7266187050359713,0.7122302158273381,0.6690647482014388,0.6834532374100719,0.6690647482014388,0.6834532374100719,0.6546762589928058,0.6618705035971223,0.6690647482014388,0.5899280575539568,0.6834532374100719,0.6618705035971223,0.6546762589928058,0.6762589928057554,0.6402877697841727,0.7050359712230215,0.6474820143884892,0.6402877697841727,0.6546762589928058,0.697841726618705,0.6690647482014388,0.6690647482014388,0.6187050359712231,0.6474820143884892,0.6546762589928058,0.6546762589928058,0.6690647482014388
Earthquakes,0.7122302158273381,0.7338129496402878,0.762589928057554,0.7338129496402878,0.7410071942446043,0.7050359712230215,0.7122302158273381,0.762589928057554,0.7050359712230215,0.7194244604316546,0.7050359712230215,0.6690647482014388,0.7410071942446043,0.7266187050359713,0.7482014388489209,0.7266187050359713,0.7482014388489209,0.7410071942446043,0.7410071942446043,0.7194244604316546,0.7338129496402878,0.762589928057554,0.7482014388489209,0.7482014388489209,0.7050359712230215,0.7410071942446043,0.7410071942446043,0.7122302158273381,0.7410071942446043,0.7482014388489209
ECG200,0.91,0.91,0.92,0.9,0.91,0.92,0.91,0.92,0.93,0.91,0.87,0.87,0.85,0.89,0.92,0.9,0.83,0.88,0.92,0.89,0.88,0.87,0.89,0.92,0.89,0.9,0.85,0.92,0.88,0.94
ECG5000,0.9415555555555556,0.9366666666666666,0.9424444444444444,0.9426666666666667,0.9324444444444444,0.946,0.9435555555555556,0.9411111111111111,0.9451111111111111,0.9437777777777778,0.9446666666666667,0.9426666666666667,0.9464444444444444,0.9404444444444444,0.9415555555555556,0.9357777777777778,0.9395555555555556,0.9377777777777778,0.94,0.9462222222222222,0.9493333333333334,0.9424444444444444,0.938,0.9386666666666666,0.9453333333333334,0.944,0.9446666666666667,0.9426666666666667,0.9453333333333334,0.9426666666666667
ECGFiveDays,1.0,1.0,0.9988385598141696,0.9814169570267132,0.9965156794425087,1.0,0.9965156794425087,1.0,1.0,0.9895470383275261,0.9988385598141696,1.0,0.9872241579558653,0.9500580720092915,1.0,1.0,0.991869918699187,1.0,1.0,0.9976771196283392,0.9988385598141696,0.9988385598141696,1.0,1.0,1.0,0.9988385598141696,0.9988385598141696,0.9976771196283392,1.0,0.9941927990708479
ElectricDevices,0.7211775385812476,0.894047464660874,0.894047464660874,0.8974192711710544,0.8952146284528596,0.8939177797950979,0.9041628841914149,0.8924912462715601,0.8919725068084554,0.890027233821813,0.8970302165737258,0.8974192711710544,0.894047464660874,0.8988458046945922,0.901050447412787,0.8935287251977694,0.8957333679159643,0.8991051744261445,0.894047464660874,0.8965114771106212,0.8932693554662171,0.8928803008688886,0.8978083257683829,0.8983270652314875,0.8992348592919206,0.8970302165737258,0.8906756581506938,0.8966411619763973,0.8980676954999351,0.8993645441576968
FaceAll,0.7928994082840237,0.9911242603550295,0.9905325443786982,0.9899408284023669,0.9911242603550295,0.9846153846153847,0.9923076923076923,0.9875739644970414,0.9893491124260355,0.9887573964497042,0.9899408284023669,0.9928994082840237,0.9863905325443787,0.991715976331361,0.9881656804733728,0.9893491124260355,0.9863905325443787,0.9899408284023669,0.9923076923076923,0.9881656804733728,0.9875739644970414,0.98698224852071,0.991715976331361,0.9881656804733728,0.9928994082840237,0.9905325443786982,0.9893491124260355,0.9940828402366864,0.9911242603550295,0.9899408284023669
FaceFour,0.9545454545454546,0.9659090909090909,0.9886363636363636,0.9090909090909091,0.9204545454545454,0.9659090909090909,0.9090909090909091,0.9772727272727273,0.875,0.9545454545454546,0.9431818181818182,0.9659090909090909,0.9204545454545454,0.9090909090909091,0.9659090909090909,0.9659090909090909,0.8977272727272727,0.9204545454545454,0.9204545454545454,0.9659090909090909,0.8863636363636364,0.9318181818181818,0.9545454545454546,0.9545454545454546,0.9659090909090909,0.9659090909090909,0.9659090909090909,0.8977272727272727,0.9204545454545454,0.9204545454545454
FacesUCR,0.9721951219512195,0.9702439024390244,0.9819512195121951,0.9741463414634146,0.9707317073170731,0.9829268292682927,0.9839024390243902,0.9785365853658536,0.9780487804878049,0.9673170731707317,0.9829268292682927,0.9780487804878049,0.9834146341463414,0.973170731707317,0.9717073170731707,0.9760975609756097,0.9819512195121951,0.9682926829268292,0.9780487804878049,0.98,0.9712195121951219,0.9765853658536585,0.9751219512195122,0.9804878048780488,0.9765853658536585,0.9673170731707317,0.984390243902439,0.9809756097560975,0.9858536585365854,0.9765853658536585
FiftyWords,0.8461538461538461,0.810989010989011,0.8,0.8197802197802198,0.8263736263736263,0.8065934065934066,0.8241758241758241,0.8505494505494505,0.8351648351648352,0.8175824175824176,0.8219780219780219,0.865934065934066,0.8197802197802198,0.8483516483516483,0.8043956043956044,0.8373626373626374,0.8153846153846154,0.8021978021978022,0.8241758241758241,0.8461538461538461,0.8351648351648352,0.8087912087912088,0.8219780219780219,0.8263736263736263,0.8197802197802198,0.8351648351648352,0.8417582417582418,0.8285714285714286,0.8197802197802198,0.8417582417582418
Fish,0.9828571428571429,0.9771428571428571,0.9828571428571429,0.9771428571428571,0.9885714285714285,0.96,0.9714285714285714,0.9657142857142857,0.9771428571428571,0.96,0.9542857142857143,0.9542857142857143,0.9371428571428572,0.9714285714285714,0.9828571428571429,0.9771428571428571,0.9828571428571429,0.9771428571428571,0.9714285714285714,0.9657142857142857,0.9828571428571429,0.9771428571428571,0.96,0.9657142857142857,0.9828571428571429,0.9657142857142857,0.9885714285714285,0.9828571428571429,0.9828571428571429,0.9771428571428571
FordA,0.9606060606060606,0.9515151515151515,0.9643939393939394,0.9628787878787879,0.956060606060606,0.9651515151515152,0.956060606060606,0.9621212121212122,0.9606060606060606,0.9606060606060606,0.953030303030303,0.9613636363636363,0.9575757575757575,0.9462121212121212,0.9590909090909091,0.9590909090909091,0.9575757575757575,0.956060606060606,0.9621212121212122,0.9628787878787879,0.956060606060606,0.968939393939394,0.9575757575757575,0.9590909090909091,0.9537878787878787,0.9628787878787879,0.9522727272727273,0.9651515151515152,0.9606060606060606,0.9598484848484848
FordB,0.8493827160493828,0.928395061728395,0.945679012345679,0.9506172839506173,0.9345679012345679,0.9320987654320988,0.9419753086419753,0.9580246913580247,0.9493827160493827,0.9506172839506173,0.937037037037037,0.9506172839506173,0.9358024691358025,0.9271604938271605,0.9506172839506173,0.9481481481481482,0.9432098765432099,0.9358024691358025,0.9530864197530864,0.9419753086419753,0.9469135802469136,0.9395061728395062,0.9419753086419753,0.9518518518518518,0.9493827160493827,0.9555555555555556,0.9432098765432099,0.9518518518518518,0.9469135802469136,0.928395061728395
GunPoint,1.0,1.0,1.0,0.9933333333333333,0.9933333333333333,0.9933333333333333,0.9866666666666667,0.9866666666666667,0.9933333333333333,0.9933333333333333,0.9933333333333333,0.9933333333333333,0.9933333333333333,0.9933333333333333,1.0,0.9933333333333333,1.0,0.9933333333333333,1.0,1.0,0.9933333333333333,0.9933333333333333,1.0,1.0,0.9933333333333333,1.0,1.0,0.9933333333333333,0.9933333333333333,0.9866666666666667
Ham,0.7238095238095238,0.8380952380952381,0.8285714285714286,0.8476190476190476,0.7714285714285715,0.9047619047619048,0.8571428571428571,0.8666666666666667,0.8761904761904762,0.8476190476190476,0.8761904761904762,0.8285714285714286,0.8666666666666667,0.8857142857142857,0.8571428571428571,0.8761904761904762,0.8,0.8761904761904762,0.8952380952380953,0.7904761904761904,0.8666666666666667,0.9047619047619048,0.8285714285714286,0.8380952380952381,0.8666666666666667,0.9142857142857143,0.8285714285714286,0.8285714285714286,0.8761904761904762,0.8476190476190476
HandOutlines,0.9594594594594594,0.9486486486486486,0.9513513513513514,0.9405405405405406,0.9297297297297298,0.9459459459459459,0.927027027027027,0.9621621621621622,0.9594594594594594,0.9486486486486486,0.9324324324324325,0.9459459459459459,0.9297297297297298,0.9513513513513514,0.9297297297297298,0.9540540540540541,0.9459459459459459,0.9297297297297298,0.9432432432432433,0.9486486486486486,0.9432432432432433,0.9513513513513514,0.9405405405405406,0.9486486486486486,0.9378378378378378,0.9324324324324325,0.9513513513513514,0.9216216216216216,0.9297297297297298,0.9486486486486486
Haptics,0.5714285714285714,0.551948051948052,0.5551948051948052,0.5357142857142857,0.5357142857142857,0.5324675324675324,0.5,0.5357142857142857,0.5,0.5551948051948052,0.538961038961039,0.551948051948052,0.5811688311688312,0.5097402597402597,0.551948051948052,0.5194805194805194,0.5162337662337663,0.5551948051948052,0.512987012987013,0.5162337662337663,0.5487012987012987,0.5292207792207793,0.5227272727272727,0.5357142857142857,0.551948051948052,0.5292207792207793,0.5844155844155844,0.5454545454545454,0.5454545454545454,0.4902597402597403
Herring,0.703125,0.640625,0.578125,0.625,0.59375,0.671875,0.625,0.625,0.65625,0.578125,0.5625,0.71875,0.640625,0.578125,0.65625,0.65625,0.6875,0.625,0.5625,0.625,0.5625,0.640625,0.671875,0.640625,0.640625,0.671875,0.609375,0.515625,0.625,0.5625
InlineSkate,0.48545454545454547,0.5763636363636364,0.5381818181818182,0.5563636363636364,0.5436363636363636,0.4909090909090909,0.5236363636363637,0.5072727272727273,0.5254545454545455,0.5618181818181818,0.5581818181818182,0.56,0.5545454545454546,0.5654545454545454,0.5290909090909091,0.5363636363636364,0.5218181818181818,0.5181818181818182,0.5327272727272727,0.48,0.5072727272727273,0.5272727272727272,0.5163636363636364,0.5654545454545454,0.5636363636363636,0.5472727272727272,0.52,0.52,0.5290909090909091,0.5709090909090909
InsectWingbeatSound,0.6368686868686869,0.6267676767676768,0.6065656565656565,0.6262626262626263,0.6404040404040404,0.6419191919191919,0.6353535353535353,0.6131313131313131,0.6282828282828283,0.6277777777777778,0.6217171717171717,0.6176767676767677,0.6444444444444445,0.6323232323232323,0.6313131313131313,0.6131313131313131,0.6090909090909091,0.6232323232323232,0.6222222222222222,0.6318181818181818,0.5969696969696969,0.6252525252525253,0.6287878787878788,0.647979797979798,0.6348484848484849,0.6272727272727273,0.6393939393939394,0.6106060606060606,0.6368686868686869,0.6424242424242425
ItalyPowerDemand,0.9659863945578231,0.9475218658892128,0.9620991253644315,0.9689018464528668,0.966958211856171,0.966958211856171,0.966958211856171,0.9630709426627794,0.924198250728863,0.966958211856171,0.9572400388726919,0.956268221574344,0.9601554907677357,0.966958211856171,0.9718172983479106,0.966958211856171,0.9251700680272109,0.9591836734693877,0.9698736637512148,0.9727891156462585,0.9708454810495627,0.9650145772594753,0.924198250728863,0.967930029154519,0.9698736637512148,0.9611273080660836,0.9689018464528668,0.9494655004859086,0.9601554907677357,0.966958211856171
LargeKitchenAppliances,0.904,0.9546666666666667,0.9546666666666667,0.952,0.9493333333333334,0.9386666666666666,0.952,0.9573333333333334,0.9386666666666666,0.9626666666666667,0.952,0.944,0.9493333333333334,0.9493333333333334,0.9573333333333334,0.9546666666666667,0.9573333333333334,0.968,0.952,0.96,0.9733333333333334,0.9653333333333334,0.968,0.9466666666666667,0.9546666666666667,0.9333333333333333,0.9653333333333334,0.952,0.9546666666666667,0.9546666666666667
Lightning2,0.8360655737704918,0.8852459016393442,0.7868852459016393,0.8688524590163934,0.8360655737704918,0.8524590163934426,0.8524590163934426,0.8524590163934426,0.7377049180327869,0.819672131147541,0.7704918032786885,0.8524590163934426,0.819672131147541,0.8360655737704918,0.8360655737704918,0.8360655737704918,0.819672131147541,0.7868852459016393,0.819672131147541,0.7704918032786885,0.8360655737704918,0.8032786885245902,0.7213114754098361,0.8032786885245902,0.7868852459016393,0.9016393442622951,0.7868852459016393,0.7868852459016393,0.8032786885245902,0.8032786885245902
Lightning7,0.7945205479452054,0.8493150684931506,0.821917808219178,0.7808219178082192,0.7945205479452054,0.7671232876712328,0.8082191780821918,0.863013698630137,0.7671232876712328,0.8356164383561644,0.7808219178082192,0.7945205479452054,0.8082191780821918,0.863013698630137,0.8356164383561644,0.8082191780821918,0.8767123287671232,0.863013698630137,0.8493150684931506,0.8356164383561644,0.8082191780821918,0.7671232876712328,0.863013698630137,0.8082191780821918,0.8356164383561644,0.821917808219178,0.8082191780821918,0.8767123287671232,0.8082191780821918,0.821917808219178
Mallat,0.9577825159914712,0.9471215351812367,0.9484008528784649,0.9680170575692963,0.9727078891257995,0.9697228144989339,0.9599147121535181,0.9654584221748401,0.9744136460554371,0.9756929637526652,0.9727078891257995,0.9658848614072495,0.9778251599147122,0.9573560767590619,0.9667377398720682,0.9283582089552239,0.9279317697228145,0.9573560767590619,0.95863539445629,0.9803837953091684,0.9739872068230278,0.9727078891257995,0.9466950959488273,0.9692963752665246,0.9560767590618336,0.9773987206823028,0.9616204690831557,0.9505330490405117,0.9718550106609808,0.9654584221748401
Meat,0.95,0.95,1.0,0.95,1.0,1.0,1.0,1.0,0.9833333333333333,1.0,1.0,0.95,1.0,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9833333333333333,1.0,1.0,1.0,1.0,1.0,0.9833333333333333,0.9666666666666667,1.0,0.9666666666666667,0.9833333333333333,1.0,0.9833333333333333,0.9833333333333333
MedicalImages,0.7960526315789473,0.7868421052631579,0.8184210526315789,0.7881578947368421,0.7986842105263158,0.8184210526315789,0.7934210526315789,0.7894736842105263,0.7828947368421053,0.8171052631578948,0.8013157894736842,0.7907894736842105,0.7894736842105263,0.7828947368421053,0.7842105263157895,0.775,0.7828947368421053,0.7986842105263158,0.7842105263157895,0.7986842105263158,0.8026315789473685,0.7960526315789473,0.7921052631578948,0.7986842105263158,0.8210526315789474,0.8078947368421052,0.8,0.8039473684210526,0.7947368421052632,0.7960526315789473
MiddlePhalanxOutlineAgeGroup,0.551948051948052,0.5454545454545454,0.6298701298701299,0.5909090909090909,0.5844155844155844,0.577922077922078,0.6103896103896104,0.5844155844155844,0.512987012987013,0.5584415584415584,0.6363636363636364,0.5909090909090909,0.6558441558441559,0.5584415584415584,0.577922077922078,0.5909090909090909,0.564935064935065,0.6168831168831169,0.5974025974025974,0.6103896103896104,0.6103896103896104,0.6363636363636364,0.5454545454545454,0.6038961038961039,0.577922077922078,0.6363636363636364,0.551948051948052,0.6363636363636364,0.6688311688311688,0.6168831168831169
MiddlePhalanxOutlineCorrect,0.8350515463917526,0.8178694158075601,0.865979381443299,0.852233676975945,0.8316151202749141,0.865979381443299,0.8041237113402062,0.8316151202749141,0.8350515463917526,0.8109965635738832,0.8419243986254296,0.8384879725085911,0.8281786941580757,0.8213058419243986,0.8419243986254296,0.8178694158075601,0.8384879725085911,0.8316151202749141,0.8178694158075601,0.852233676975945,0.8213058419243986,0.8419243986254296,0.8213058419243986,0.8350515463917526,0.852233676975945,0.8419243986254296,0.852233676975945,0.8178694158075601,0.8384879725085911,0.8247422680412371
MiddlePhalanxTW,0.5324675324675324,0.5454545454545454,0.4935064935064935,0.564935064935065,0.5454545454545454,0.577922077922078,0.474025974025974,0.487012987012987,0.512987012987013,0.5324675324675324,0.4935064935064935,0.512987012987013,0.5324675324675324,0.512987012987013,0.5584415584415584,0.577922077922078,0.5454545454545454,0.525974025974026,0.487012987012987,0.5584415584415584,0.5454545454545454,0.5064935064935064,0.538961038961039,0.525974025974026,0.5454545454545454,0.5194805194805194,0.5324675324675324,0.487012987012987,0.564935064935065,0.487012987012987
MoteStrain,0.8937699680511182,0.8738019169329073,0.8730031948881789,0.84185303514377,0.9193290734824281,0.744408945686901,0.9001597444089456,0.8753993610223643,0.895367412140575,0.8714057507987221,0.8769968051118211,0.8785942492012779,0.8538338658146964,0.8690095846645367,0.8993610223642172,0.9105431309904153,0.8769968051118211,0.8570287539936102,0.8498402555910544,0.9001597444089456,0.8746006389776357,0.8274760383386581,0.9217252396166135,0.9177316293929713,0.9113418530351438,0.90814696485623,0.8881789137380192,0.8977635782747604,0.8945686900958466,0.9145367412140575
NonInvasiveFetalECGThorax1,0.9582697201017811,0.9511450381679389,0.9557251908396946,0.9653944020356234,0.9597964376590331,0.9577608142493639,0.9577608142493639,0.961323155216285,0.9536895674300254,0.9511450381679389,0.9557251908396946,0.9603053435114504,0.9608142493638677,0.9623409669211196,0.961323155216285,0.9603053435114504,0.9572519083969465,0.9506361323155216,0.9536895674300254,0.9618320610687023,0.956234096692112,0.9597964376590331,0.9541984732824428,0.956234096692112,0.9679389312977099,0.9618320610687023,0.9587786259541985,0.9592875318066157,0.956234096692112,0.9557251908396946
NonInvasiveFetalECGThorax2,0.9587786259541985,0.9587786259541985,0.9567430025445293,0.9592875318066157,0.9608142493638677,0.9618320610687023,0.9618320610687023,0.9633587786259542,0.9557251908396946,0.9536895674300254,0.9648854961832061,0.961323155216285,0.9659033078880407,0.9694656488549618,0.961323155216285,0.9603053435114504,0.9674300254452927,0.9659033078880407,0.9623409669211196,0.9643765903307888,0.966412213740458,0.9628498727735368,0.9603053435114504,0.9648854961832061,0.961323155216285,0.9623409669211196,0.9603053435114504,0.9689567430025445,0.9603053435114504,0.9638676844783715
OliveOil,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9333333333333333,0.8333333333333334,0.8333333333333334,0.9666666666666667,0.8333333333333334,0.8666666666666667,0.8,0.7666666666666667,0.8666666666666667,0.9,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9,0.9333333333333333,0.8333333333333334,0.7333333333333333,0.9,0.9333333333333333,0.8333333333333334,0.8666666666666667,0.9,0.9,0.9666666666666667
OSULeaf,0.9214876033057852,0.9752066115702479,0.9628099173553719,0.9545454545454546,0.9504132231404959,0.9462809917355371,0.9628099173553719,0.9586776859504132,0.9462809917355371,0.9504132231404959,0.9628099173553719,0.9545454545454546,0.9669421487603306,0.9628099173553719,0.9297520661157025,0.9586776859504132,0.9421487603305785,0.9380165289256198,0.9421487603305785,0.9380165289256198,0.9710743801652892,0.9380165289256198,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9628099173553719,0.9462809917355371,0.9669421487603306,0.9545454545454546,0.9462809917355371
PhalangesOutlinesCorrect,0.8519813519813519,0.8601398601398601,0.865967365967366,0.8543123543123543,0.8578088578088578,0.872960372960373,0.8554778554778555,0.8473193473193473,0.8624708624708625,0.8671328671328671,0.8752913752913752,0.8531468531468531,0.8834498834498834,0.8601398601398601,0.872960372960373,0.8752913752913752,0.8578088578088578,0.8403263403263403,0.8706293706293706,0.8578088578088578,0.8589743589743589,0.8578088578088578,0.8484848484848485,0.8636363636363636,0.8566433566433567,0.8752913752913752,0.8496503496503497,0.8601398601398601,0.8613053613053613,0.865967365967366
Phoneme,0.3370253164556962,0.354957805907173,0.3169831223628692,0.31329113924050633,0.31751054852320676,0.3449367088607595,0.3328059071729958,0.314873417721519,0.3259493670886076,0.3407172995780591,0.34177215189873417,0.32331223628691985,0.33069620253164556,0.3359704641350211,0.31751054852320676,0.3507383966244726,0.35232067510548526,0.3291139240506329,0.32858649789029537,0.32647679324894513,0.350210970464135,0.36550632911392406,0.3222573839662447,0.3291139240506329,0.32964135021097046,0.3291139240506329,0.3270042194092827,0.34968354430379744,0.34651898734177217,0.34862869198312235
Plane,1.0,1.0,0.9809523809523809,1.0,1.0,1.0,1.0,0.9904761904761905,1.0,1.0,1.0,1.0,0.9904761904761905,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9809523809523809,0.9809523809523809,1.0
ProximalPhalanxOutlineAgeGroup,0.848780487804878,0.8146341463414634,0.8097560975609757,0.8390243902439024,0.8341463414634146,0.8390243902439024,0.848780487804878,0.7951219512195122,0.8048780487804879,0.8048780487804879,0.8341463414634146,0.8146341463414634,0.8585365853658536,0.8390243902439024,0.8048780487804879,0.7902439024390244,0.848780487804878,0.8,0.8048780487804879,0.8439024390243902,0.848780487804878,0.8292682926829268,0.8195121951219512,0.8048780487804879,0.8390243902439024,0.8536585365853658,0.775609756097561,0.7951219512195122,0.8,0.8195121951219512
